LATITUDE,LONGITUDE,FIRE_SIZE,date
17.993565,-66.386131,10.0,01-2007
17.993565,-66.386131,6.0,01-2007
18.000561,-66.065804,6.0,01-2007
18.347691,-67.251755,5.0,01-2007
17.993565,-66.386131,3.0,01-2007
18.037039,-66.554596,2.0,01-2007
17.970539,-66.246414,1.0,01-2007
18.053959,-66.448174,1.0,01-2007
17.983709,-66.614555,0.5,01-2007
18.036682,-66.254295,0.5,01-2007
17.970539,-66.246414,200.0,01-2007
17.970539,-66.246414,100.0,01-2007
17.970539,-66.246414,80.0,01-2007
17.998768,-66.168312,25.0,01-2007
17.993565,-66.386131,15.0,01-2007
17.998768,-66.168312,15.0,01-2007
17.970869,-66.368584,4.0,01-2007
18.01667,-66.451408,4.0,01-2007
18.01667,-66.451408,3.0,01-2007
17.969381,-66.883492,2.0,01-2007
18.026274,-66.62233,2.0,01-2007
17.989458,-66.518951,1.0,01-2007
17.958364,-66.172852,1.0,01-2007
17.999434,-66.026398,1.0,01-2007
18.036957,-66.501457,1.0,01-2007
18.009628,-66.359695,1.0,01-2007
17.970869,-66.368584,0.5,01-2007
17.98839,-66.593575,20.0,01-2007
18.050814,-66.354919,20.0,01-2007
18.036682,-66.254295,20.0,01-2007
17.983709,-66.614555,15.0,01-2007
17.970539,-66.246414,10.0,01-2007
18.013334,-66.416862,10.0,01-2007
18.050814,-66.354919,10.0,01-2007
17.993565,-66.386131,6.0,01-2007
18.024462,-66.8666,6.0,01-2007
18.024181,-66.982414,5.0,01-2007
18.013334,-66.416862,5.0,01-2007
17.993565,-66.386131,3.0,01-2007
18.036957,-66.501457,2.0,01-2007
18.056477,-66.940918,2.0,01-2007
18.063969,-66.87796,2.0,01-2007
18.141699,-66.367477,2.0,01-2007
17.958364,-66.172852,1.0,01-2007
17.970539,-66.246414,1.0,01-2007
18.339247,-67.221939,1.0,01-2007
18.057589,-66.798042,1.0,01-2007
17.970869,-66.368584,0.5,01-2007
17.958364,-66.172852,0.5,01-2007
18.056477,-66.940918,0.5,01-2007
18.130913,-66.472954,0.5,01-2007
18.266012,-66.996048,0.25,01-2007
17.993395,-66.548294,100.0,01-2007
18.059862,-66.828506,15.0,01-2007
18.009628,-66.359695,10.0,01-2007
18.061184,-66.895203,10.0,01-2007
18.045696,-66.717186,5.0,01-2007
18.100979,-66.405479,5.0,01-2007
18.013334,-66.416862,4.0,01-2007
18.037039,-66.554596,4.0,01-2007
18.057226,-66.406883,4.0,01-2007
17.993565,-66.386131,3.0,01-2007
18.061184,-66.895203,3.0,01-2007
18.061184,-66.895203,3.0,01-2007
18.100641,-66.591171,2.0,01-2007
18.153349,-66.476265,2.0,01-2007
18.365988,-67.16935,1.0,01-2007
18.365988,-67.16935,1.0,01-2007
18.363047,-67.18605,1.0,01-2007
18.013334,-66.416862,1.0,01-2007
18.055195,-66.571777,1.0,01-2007
18.28315,-67.001099,1.0,01-2007
18.063969,-66.87796,1.0,01-2007
18.334839,-66.882278,1.0,01-2007
18.250294,-66.963638,0.5,01-2007
18.203012,-67.144806,0.25,01-2007
18.180252,-67.148689,0.25,01-2007
18.229795,-67.163284,0.25,01-2007
18.347691,-67.251755,15.0,01-2007
18.092176,-66.729424,15.0,01-2007
18.01667,-66.451408,10.0,01-2007
18.056477,-66.940918,10.0,01-2007
17.970539,-66.246414,5.0,01-2007
18.374128,-67.075279,5.0,01-2007
18.036682,-66.254295,5.0,01-2007
17.993395,-66.548294,4.0,01-2007
17.970539,-66.246414,3.0,01-2007
18.057226,-66.406883,3.0,01-2007
17.970539,-66.246414,2.0,01-2007
17.993565,-66.386131,2.0,01-2007
18.369959,-66.838799,2.0,01-2007
18.102779,-66.698624,2.0,01-2007
18.306358,-65.64724,1.0,01-2007
18.37645,-67.138626,1.0,01-2007
18.053959,-66.448174,1.0,01-2007
18.278048,-66.957573,1.0,01-2007
18.078007,-66.486336,1.0,01-2007
17.958364,-66.172852,0.5,01-2007
18.363047,-67.18605,0.5,01-2007
18.006096,-66.667595,0.5,01-2007
18.33218,-66.4431,0.5,01-2007
18.096395,-67.064369,0.25,01-2007
18.036957,-66.501457,80.0,01-2007
17.98839,-66.593575,50.0,01-2007
17.958364,-66.172852,30.0,01-2007
18.055195,-66.571777,30.0,01-2007
18.057226,-66.406883,30.0,01-2007
17.970869,-66.368584,20.0,01-2007
18.057226,-66.406883,20.0,01-2007
18.057226,-66.406883,20.0,01-2007
17.970539,-66.246414,10.0,01-2007
17.998768,-66.168312,10.0,01-2007
18.102779,-66.698624,10.0,01-2007
18.110636,-66.776009,10.0,01-2007
18.006666,-66.308388,5.0,01-2007
18.005566,-66.601433,3.0,01-2007
18.026896,-66.526848,3.0,01-2007
18.363047,-67.18605,3.0,01-2007
18.100979,-66.405479,3.0,01-2007
18.006666,-66.308388,2.0,01-2007
17.976648,-66.114357,1.0,01-2007
18.013334,-66.416862,1.0,01-2007
18.055744,-66.813118,1.0,01-2007
18.100979,-66.405479,1.0,01-2007
18.12859,-66.185349,1.0,01-2007
18.139774,-66.441658,0.75,01-2007
17.970539,-66.246414,0.5,01-2007
17.969381,-66.883492,0.5,01-2007
18.098534,-66.514458,0.5,01-2007
18.139774,-66.441658,0.5,01-2007
18.057226,-66.406883,20.0,01-2007
18.09029,-66.817245,15.0,01-2007
18.026896,-66.526848,11.0,01-2007
18.026896,-66.526848,10.0,01-2007
18.142918,-66.590668,10.0,01-2007
18.085781,-66.990143,5.0,01-2007
18.078007,-66.486336,5.0,01-2007
18.024181,-66.982414,4.0,01-2007
17.993565,-66.386131,3.0,01-2007
18.013334,-66.416862,3.0,01-2007
17.970539,-66.246414,2.0,01-2007
18.053959,-66.448174,2.0,01-2007
18.065607,-66.325645,2.0,01-2007
18.005566,-66.601433,1.0,01-2007
17.970539,-66.246414,1.0,01-2007
18.368937,-67.227821,1.0,01-2007
17.993565,-66.386131,1.0,01-2007
18.360287,-67.23719,0.5,01-2007
18.006096,-66.667595,0.5,01-2007
18.338512,-67.173058,0.5,01-2007
18.330286,-67.186348,0.5,01-2007
18.203012,-67.144806,0.25,01-2007
18.036289,-66.911003,300.0,01-2007
18.061184,-66.895203,16.0,01-2007
17.976648,-66.114357,15.0,01-2007
17.970539,-66.246414,10.0,01-2007
18.062706,-66.523926,10.0,01-2007
18.013334,-66.416862,6.0,01-2007
17.993395,-66.548294,5.0,01-2007
18.006666,-66.308388,5.0,01-2007
17.970539,-66.246414,4.0,01-2007
17.969381,-66.883492,4.0,01-2007
17.970539,-66.246414,3.0,01-2007
18.013334,-66.416862,3.0,01-2007
18.055195,-66.571777,2.0,01-2007
18.005566,-66.601433,1.0,01-2007
17.976648,-66.114357,1.0,01-2007
18.01667,-66.451408,1.0,01-2007
18.36854,-67.049324,1.0,01-2007
18.300018,-67.139999,1.0,01-2007
18.100979,-66.405479,1.0,01-2007
18.1005,-66.618172,1.0,01-2007
18.332642,-67.018456,15.0,01-2007
17.956533,-66.121941,10.0,01-2007
17.970539,-66.246414,10.0,01-2007
17.956533,-66.121941,5.0,01-2007
17.993565,-66.386131,5.0,01-2007
17.976648,-66.114357,3.0,01-2007
17.976648,-66.114357,3.0,01-2007
18.036289,-66.911003,3.0,01-2007
18.130913,-66.472954,2.0,01-2007
18.403494,-67.081078,0.5,01-2007
18.036682,-66.254295,0.5,01-2007
18.119322,-65.417709,0.25,01-2007
18.379002,-67.012344,0.25,01-2007
18.441923,-67.10672,0.25,01-2007
18.036682,-66.254295,50.0,01-2007
18.01667,-66.451408,30.0,01-2007
18.013334,-66.416862,25.0,01-2007
18.137674,-66.507904,15.0,01-2007
17.970539,-66.246414,10.0,01-2007
18.055195,-66.571777,10.0,01-2007
18.078007,-66.486336,10.0,01-2007
18.142918,-66.590668,10.0,01-2007
18.037039,-66.554596,8.0,01-2007
18.036682,-66.254295,8.0,01-2007
18.130913,-66.472954,6.0,01-2007
18.025436,-66.596268,5.0,01-2007
18.102457,-66.483154,5.0,01-2007
17.958364,-66.172852,3.0,01-2007
18.119322,-65.417709,3.0,01-2007
18.036682,-66.254295,3.0,01-2007
18.423748,-66.24453,2.0,01-2007
18.009628,-66.359695,2.0,01-2007
18.036682,-66.254295,2.0,01-2007
18.153349,-66.476265,2.0,01-2007
18.019718,-66.578522,1.0,01-2007
18.365988,-67.16935,1.0,01-2007
17.976648,-66.114357,1.0,01-2007
18.037039,-66.554596,1.0,01-2007
18.403494,-67.081078,1.0,01-2007
18.338512,-67.173058,1.0,01-2007
18.338512,-67.173058,1.0,01-2007
18.059347,-66.617416,1.0,01-2007
18.397808,-67.176392,0.5,01-2007
18.025436,-66.596268,0.5,01-2007
17.976648,-66.114357,0.5,01-2007
18.471178,-67.157776,0.5,01-2007
18.013334,-66.416862,0.5,01-2007
18.098534,-66.514458,0.5,01-2007
18.374231,-67.209236,0.25,01-2007
18.254961,-67.157951,0.25,01-2007
18.119322,-65.417709,0.25,01-2007
18.133986,-65.468849,0.25,01-2007
18.01667,-66.451408,65.0,01-2007
18.036682,-66.254295,30.0,01-2007
17.970539,-66.246414,20.0,01-2007
17.98839,-66.593575,15.0,01-2007
17.976648,-66.114357,15.0,01-2007
18.025436,-66.596268,10.0,01-2007
18.055441,-66.672134,10.0,01-2007
18.057226,-66.406883,10.0,01-2007
18.081961,-66.668053,10.0,01-2007
17.956533,-66.121941,7.0,01-2007
17.976648,-66.114357,5.0,01-2007
18.057226,-66.406883,5.0,01-2007
18.053959,-66.448174,4.0,01-2007
18.334972,-67.08316,3.0,01-2007
17.981108,-65.938034,3.0,01-2007
18.037039,-66.554596,2.0,01-2007
18.03723,-66.810646,2.0,01-2007
18.036682,-66.254295,2.0,01-2007
18.102779,-66.698624,2.0,01-2007
17.976648,-66.114357,1.0,01-2007
17.998768,-66.168312,1.0,01-2007
18.036682,-66.254295,1.0,01-2007
18.133553,-67.162201,0.5,01-2007
17.976648,-66.114357,0.5,01-2007
18.033382,-65.845215,0.5,01-2007
18.370405,-67.101395,0.5,01-2007
18.345392,-67.157715,0.5,01-2007
18.358133,-67.031029,0.25,01-2007
18.388968,-66.910172,0.01,01-2007
18.370405,-67.101395,22.0,01-2007
18.100979,-66.405479,20.0,01-2007
17.998768,-66.168312,15.0,01-2007
17.998768,-66.168312,15.0,01-2007
18.004242,-66.790543,11.0,01-2007
17.970539,-66.246414,10.0,01-2007
17.970539,-66.246414,10.0,01-2007
18.370405,-67.101395,10.0,01-2007
18.000561,-66.065804,8.0,01-2007
17.993395,-66.548294,6.0,01-2007
18.026896,-66.526848,6.0,01-2007
18.026896,-66.526848,4.0,01-2007
17.958364,-66.172852,3.0,01-2007
17.976648,-66.114357,3.0,01-2007
17.993395,-66.548294,2.0,01-2007
17.976648,-66.114357,2.0,01-2007
18.013334,-66.416862,2.0,01-2007
18.005566,-66.601433,1.0,01-2007
18.010281,-66.499519,1.0,01-2007
17.970539,-66.246414,1.0,01-2007
18.026896,-66.526848,1.0,01-2007
17.976648,-66.114357,1.0,01-2007
18.01667,-66.451408,1.0,01-2007
18.036682,-66.254295,1.0,01-2007
18.100084,-66.449547,1.0,01-2007
18.368937,-67.227821,0.5,01-2007
18.025436,-66.596268,0.5,01-2007
18.365988,-67.16935,0.5,01-2007
17.976648,-66.114357,0.5,01-2007
18.153349,-66.476265,0.5,01-2007
18.133553,-67.162201,0.25,01-2007
18.036682,-66.254295,100.0,01-2007
17.983538,-66.084427,15.0,01-2007
18.036289,-66.911003,15.0,01-2007
17.9879,-65.964447,15.0,01-2007
18.061184,-66.895203,15.0,01-2007
17.983538,-66.084427,10.0,01-2007
18.063969,-66.87796,8.0,01-2007
17.976648,-66.114357,5.0,01-2007
18.036682,-66.254295,3.0,01-2007
17.956533,-66.121941,2.0,01-2007
18.036682,-66.254295,2.0,01-2007
17.976648,-66.114357,1.5,01-2007
17.970539,-66.246414,1.0,01-2007
18.37645,-67.138626,1.0,01-2007
17.993565,-66.386131,1.0,01-2007
18.385344,-67.114166,1.0,01-2007
18.331411,-67.054253,1.0,01-2007
18.374992,-66.98188,1.0,01-2007
18.332108,-67.236771,0.5,01-2007
18.057226,-66.406883,0.5,01-2007
18.059347,-66.617416,0.5,01-2007
18.207729,-67.010429,0.5,01-2007
18.471178,-67.157776,0.25,01-2007
17.983538,-66.084427,0.25,01-2007
18.248112,-67.012444,0.25,01-2007
17.970539,-66.246414,80.0,01-2007
17.970539,-66.246414,80.0,01-2007
17.970539,-66.246414,20.0,01-2007
18.334972,-67.08316,20.0,01-2007
18.497644,-67.070007,15.0,01-2007
18.004242,-66.790543,11.0,01-2007
17.958364,-66.172852,10.0,01-2007
17.956533,-66.121941,10.0,01-2007
18.069086,-66.919533,7.0,01-2007
18.331411,-67.054253,5.0,01-2007
18.069086,-66.919533,5.0,01-2007
18.118181,-66.541115,5.0,01-2007
18.01667,-66.451408,4.0,01-2007
18.46085,-66.515091,3.0,01-2007
18.031349,-66.031403,3.0,01-2007
18.006163,-66.769073,2.0,01-2007
18.375015,-66.357918,2.0,01-2007
18.297945,-67.030426,2.0,01-2007
18.100979,-66.405479,2.0,01-2007
18.035816,-66.106155,2.0,01-2007
18.18182,-66.387878,2.0,01-2007
18.46085,-66.515091,1.5,01-2007
18.397808,-67.176392,1.0,01-2007
18.013334,-66.416862,1.0,01-2007
18.300928,-67.208771,1.0,01-2007
18.055744,-66.813118,1.0,01-2007
18.050814,-66.354919,1.0,01-2007
17.969381,-66.883492,0.5,01-2007
18.332642,-67.018456,0.5,01-2007
18.036289,-66.911003,0.5,01-2007
18.33218,-66.4431,0.5,01-2007
17.973274,-66.042412,0.25,01-2007
18.203012,-67.144806,0.25,01-2007
18.250294,-66.963638,0.25,01-2007
18.29113,-66.750832,0.01,01-2007
17.983538,-66.084427,30.0,01-2007
18.091269,-67.174347,25.0,01-2007
17.956533,-66.121941,20.0,01-2007
18.000149,-66.100899,20.0,01-2007
18.036682,-66.254295,15.0,01-2007
18.036682,-66.254295,12.0,01-2007
18.055441,-66.672134,11.0,01-2007
17.956533,-66.121941,10.0,01-2007
18.026896,-66.526848,10.0,01-2007
18.036682,-66.254295,10.0,01-2007
18.000149,-66.100899,10.0,01-2007
17.970869,-66.368584,8.0,01-2007
18.091269,-67.174347,5.0,01-2007
18.059881,-66.507103,4.0,01-2007
18.01667,-66.451408,3.0,01-2007
17.976648,-66.114357,2.0,01-2007
17.976648,-66.114357,2.0,01-2007
18.331411,-67.054253,2.0,01-2007
18.100084,-66.449547,2.0,01-2007
18.130913,-66.472954,2.0,01-2007
18.026896,-66.526848,1.5,01-2007
17.976648,-66.114357,1.0,01-2007
18.024462,-66.8666,1.0,01-2007
18.352669,-67.006691,1.0,01-2007
18.332642,-67.018456,1.0,01-2007
18.055744,-66.813118,1.0,01-2007
18.063969,-66.87796,1.0,01-2007
18.302698,-66.972816,1.0,01-2007
18.098534,-66.514458,1.0,01-2007
18.100084,-66.449547,1.0,01-2007
18.100979,-66.405479,1.0,01-2007
18.247511,-66.412651,1.0,01-2007
18.00882,-66.73941,0.75,01-2007
17.976648,-66.114357,0.5,01-2007
18.471178,-67.157776,0.5,01-2007
18.345392,-67.157715,0.5,01-2007
18.015701,-66.001656,0.5,01-2007
18.33218,-66.4431,0.5,01-2007
18.154831,-65.945015,0.5,01-2007
18.119322,-65.417709,0.25,01-2007
18.119322,-65.417709,0.25,01-2007
17.970539,-66.246414,100.0,01-2007
18.397808,-67.176392,80.0,01-2007
17.970539,-66.246414,50.0,01-2007
17.983538,-66.084427,50.0,01-2007
17.970539,-66.246414,30.0,01-2007
18.036682,-66.254295,20.0,01-2007
18.036289,-66.911003,12.0,01-2007
18.036682,-66.254295,10.0,01-2007
18.069086,-66.919533,10.0,01-2007
18.035816,-66.106155,5.5,01-2007
18.300928,-67.208771,5.0,01-2007
18.006666,-66.308388,5.0,01-2007
18.070255,-66.854874,5.0,01-2007
18.084698,-66.296204,3.0,01-2007
17.958364,-66.172852,2.0,01-2007
17.993565,-66.386131,2.0,01-2007
18.315933,-67.224937,2.0,01-2007
18.10998,-66.966835,2.0,01-2007
18.13237,-66.303955,2.0,01-2007
18.142918,-66.590668,2.0,01-2007
17.970539,-66.246414,1.0,01-2007
17.993565,-66.386131,1.0,01-2007
17.976648,-66.114357,1.0,01-2007
18.013334,-66.416862,1.0,01-2007
18.059881,-66.507103,1.0,01-2007
18.137674,-66.507904,0.75,01-2007
18.102509,-67.003189,0.5,01-2007
18.248112,-67.012444,0.5,01-2007
18.142918,-66.590668,0.5,01-2007
17.970869,-66.368584,0.25,01-2007
18.133553,-67.162201,0.25,01-2007
18.237417,-66.740196,0.01,01-2007
18.091269,-67.174347,60.0,01-2007
17.970539,-66.246414,50.0,01-2007
17.993565,-66.386131,50.0,01-2007
18.024462,-66.8666,35.0,01-2007
18.013334,-66.416862,25.0,01-2007
18.061184,-66.895203,20.0,01-2007
18.13237,-66.303955,20.0,01-2007
18.050814,-66.354919,15.0,01-2007
18.036682,-66.254295,15.0,01-2007
17.98839,-66.593575,10.0,01-2007
18.036682,-66.254295,10.0,01-2007
18.036682,-66.254295,10.0,01-2007
17.993565,-66.386131,5.0,01-2007
17.993565,-66.386131,5.0,01-2007
18.053118,-67.176804,5.0,01-2007
18.049913,-66.481567,5.0,01-2007
18.302698,-66.972816,5.0,01-2007
18.302698,-66.972816,5.0,01-2007
18.100979,-66.405479,5.0,01-2007
18.15316,-67.032196,5.0,01-2007
18.01667,-66.451408,4.0,01-2007
18.036289,-66.911003,4.0,01-2007
18.006666,-66.308388,3.0,01-2007
18.059925,-66.844116,3.0,01-2007
18.036682,-66.254295,3.0,01-2007
18.078007,-66.486336,3.0,01-2007
18.109991,-66.087418,3.0,01-2007
18.005566,-66.601433,2.0,01-2007
17.970539,-66.246414,2.0,01-2007
18.091093,-65.860268,2.0,01-2007
18.055744,-66.813118,2.0,01-2007
18.053959,-66.448174,2.0,01-2007
18.204277,-66.37812,2.0,01-2007
18.358133,-67.031029,1.5,01-2007
18.181528,-67.121613,1.5,01-2007
18.167242,-67.105644,1.5,01-2007
18.057226,-66.406883,1.5,01-2007
18.379002,-67.012344,1.5,01-2007
17.969784,-66.910782,1.0,01-2007
17.970869,-66.368584,1.0,01-2007
17.99262,-66.930443,1.0,01-2007
18.119322,-65.417709,1.0,01-2007
18.133986,-65.468849,1.0,01-2007
18.024462,-66.8666,1.0,01-2007
18.374128,-67.075279,1.0,01-2007
17.992016,-66.847763,1.0,01-2007
18.331411,-67.054253,1.0,01-2007
18.334972,-67.08316,1.0,01-2007
18.051044,-66.694656,1.0,01-2007
18.403494,-67.081078,1.0,01-2007
18.400852,-67.050865,1.0,01-2007
18.351723,-66.963295,1.0,01-2007
18.100084,-66.449547,1.0,01-2007
18.219831,-66.592567,1.0,01-2007
18.153349,-66.476265,1.0,01-2007
18.214119,-66.562141,1.0,01-2007
17.969784,-66.910782,0.75,01-2007
18.133986,-65.468849,0.5,01-2007
18.361967,-67.123428,0.5,01-2007
18.361967,-67.123428,0.5,01-2007
17.983538,-66.084427,0.5,01-2007
18.036289,-66.911003,0.5,01-2007
18.302698,-66.972816,0.5,01-2007
18.15316,-67.032196,0.5,01-2007
18.119322,-65.417709,0.25,01-2007
18.102509,-67.003189,0.25,01-2007
18.483555,-66.847595,0.01,01-2007
18.388968,-66.910172,0.01,01-2007
18.29113,-66.750832,0.01,01-2007
18.29113,-66.750832,0.01,01-2007
18.297945,-67.030426,50.0,01-2007
18.000561,-66.065804,40.0,01-2007
18.297945,-67.030426,30.0,01-2007
18.334972,-67.08316,22.0,01-2007
18.024462,-66.8666,20.0,01-2007
18.032873,-66.832199,20.0,01-2007
18.275372,-66.899712,14.0,01-2007
18.145185,-66.404648,10.0,01-2007
17.958364,-66.172852,6.0,01-2007
18.100084,-66.449547,4.0,01-2007
18.292803,-66.155693,3.0,01-2007
18.471178,-67.157776,2.0,01-2007
18.024462,-66.8666,2.0,01-2007
18.007933,-65.878517,2.0,01-2007
17.983538,-66.084427,2.0,01-2007
18.412663,-66.465836,2.0,01-2007
18.036682,-66.254295,2.0,01-2007
18.263678,-66.31395,2.0,01-2007
17.958364,-66.172852,1.0,01-2007
17.970539,-66.246414,1.0,01-2007
17.970539,-66.246414,1.0,01-2007
18.119322,-65.417709,1.0,01-2007
18.119322,-65.417709,1.0,01-2007
18.363047,-67.18605,1.0,01-2007
18.36854,-67.049324,1.0,01-2007
18.352669,-67.006691,1.0,01-2007
17.983538,-66.084427,1.0,01-2007
18.036289,-66.911003,1.0,01-2007
18.056477,-66.940918,1.0,01-2007
18.036682,-66.254295,1.0,01-2007
18.377132,-66.614594,1.0,01-2007
18.025436,-66.596268,0.5,01-2007
18.278818,-67.080223,0.5,01-2007
18.062706,-66.523926,0.5,01-2007
18.078007,-66.486336,0.5,01-2007
18.175684,-67.018684,0.5,01-2007
18.053118,-67.176804,0.25,01-2007
18.482489,-66.935303,0.05,01-2007
18.282312,-66.70929,0.05,01-2007
18.365988,-67.16935,30.0,01-2007
18.010281,-66.499519,20.0,01-2007
18.000561,-66.065804,20.0,01-2007
17.956533,-66.121941,15.0,01-2007
18.061184,-66.895203,15.0,01-2007
18.050814,-66.354919,15.0,01-2007
17.989458,-66.518951,10.0,01-2007
18.019718,-66.578522,10.0,01-2007
18.032873,-66.832199,10.0,01-2007
18.100979,-66.405479,10.0,01-2007
18.345392,-67.157715,6.0,01-2007
18.055744,-66.813118,6.0,01-2007
17.98592,-66.415642,5.0,01-2007
17.970539,-66.246414,5.0,01-2007
17.983709,-66.614555,4.0,01-2007
18.037039,-66.554596,4.0,01-2007
18.055744,-66.813118,4.0,01-2007
18.005566,-66.601433,3.0,01-2007
18.141129,-65.36467,2.0,01-2007
18.299297,-67.188332,2.0,01-2007
18.006096,-66.667595,2.0,01-2007
18.061184,-66.895203,2.0,01-2007
18.33218,-66.4431,2.0,01-2007
18.154835,-65.901482,2.0,01-2007
18.137674,-66.507904,2.0,01-2007
18.351723,-66.963295,1.5,01-2007
18.002171,-67.177948,1.0,01-2007
18.471178,-67.157776,1.0,01-2007
18.036957,-66.501457,1.0,01-2007
18.261545,-67.113716,1.0,01-2007
18.350328,-67.201172,1.0,01-2007
18.006096,-66.667595,1.0,01-2007
18.006096,-66.667595,1.0,01-2007
18.150723,-67.105469,1.0,01-2007
18.006666,-66.308388,1.0,01-2007
17.981108,-65.938034,1.0,01-2007
18.355312,-66.41848,1.0,01-2007
18.061888,-66.598701,1.0,01-2007
18.061888,-66.598701,1.0,01-2007
18.400852,-67.050865,1.0,01-2007
18.419657,-67.099792,1.0,01-2007
18.153349,-66.476265,1.0,01-2007
18.202188,-66.412766,1.0,01-2007
18.202188,-66.412766,1.0,01-2007
18.385344,-67.114166,0.5,01-2007
18.370405,-67.101395,0.5,01-2007
18.000561,-66.065804,0.5,01-2007
18.061888,-66.598701,0.5,01-2007
18.330286,-67.186348,0.5,01-2007
18.130913,-66.472954,0.5,01-2007
18.137674,-66.507904,0.5,01-2007
18.036682,-66.254295,40.0,01-2007
17.958364,-66.172852,21.0,01-2007
18.062706,-66.523926,20.0,01-2007
18.100084,-66.449547,20.0,01-2007
17.958364,-66.172852,10.0,01-2007
18.051044,-66.694656,10.0,01-2007
18.105072,-66.753044,10.0,01-2007
18.026793,-66.776047,6.0,01-2007
17.970539,-66.246414,5.0,01-2007
18.102779,-66.698624,5.0,01-2007
18.271427,-66.477501,4.0,01-2007
18.069086,-66.919533,3.0,01-2007
17.95838,-66.407333,2.0,01-2007
17.970869,-66.368584,2.0,01-2007
18.361967,-67.123428,2.0,01-2007
18.369959,-66.838799,2.0,01-2007
18.130913,-66.472954,2.0,01-2007
18.464092,-66.381386,1.0,01-2007
17.956533,-66.121941,1.0,01-2007
17.956533,-66.121941,1.0,01-2007
17.993565,-66.386131,1.0,01-2007
18.026896,-66.526848,1.0,01-2007
17.994455,-66.043442,1.0,01-2007
18.049324,-66.866508,1.0,01-2007
18.007933,-65.878517,1.0,01-2007
18.342518,-67.111572,1.0,01-2007
18.062706,-66.523926,1.0,01-2007
18.056477,-66.940918,1.0,01-2007
18.070255,-66.854874,1.0,01-2007
18.239449,-65.96875,1.0,01-2007
18.33218,-66.4431,1.0,01-2007
18.330286,-67.186348,1.0,01-2007
18.12859,-66.185349,1.0,01-2007
18.219831,-66.592567,1.0,01-2007
17.956533,-66.121941,0.5,01-2007
18.055744,-66.813118,0.5,01-2007
18.403494,-67.081078,0.5,01-2007
18.061888,-66.598701,0.5,01-2007
18.035816,-66.106155,0.5,01-2007
18.186022,-66.93779,0.5,01-2007
18.119322,-65.417709,0.25,01-2007
18.119143,-67.060432,0.25,01-2007
18.181528,-67.121613,0.25,01-2007
18.28315,-67.001099,35.0,02-2007
18.28315,-67.001099,20.0,02-2007
18.475163,-66.555565,15.0,02-2007
17.956533,-66.121941,15.0,02-2007
18.032873,-66.832199,10.0,02-2007
18.059925,-66.844116,10.0,02-2007
18.051044,-66.694656,10.0,02-2007
18.051044,-66.694656,10.0,02-2007
17.998768,-66.168312,10.0,02-2007
17.993395,-66.548294,8.0,02-2007
18.310213,-66.997017,7.0,02-2007
17.983709,-66.614555,6.0,02-2007
17.958364,-66.172852,5.0,02-2007
17.956533,-66.121941,5.0,02-2007
17.956533,-66.121941,5.0,02-2007
17.983538,-66.084427,5.0,02-2007
18.036682,-66.254295,5.0,02-2007
17.958364,-66.172852,4.0,02-2007
18.365988,-67.16935,4.0,02-2007
18.400852,-67.050865,4.0,02-2007
18.416798,-66.64711,3.0,02-2007
18.051044,-66.694656,3.0,02-2007
18.379002,-67.012344,3.0,02-2007
18.153349,-66.476265,3.0,02-2007
18.026896,-66.526848,2.0,02-2007
18.365988,-67.16935,2.0,02-2007
18.471178,-67.157776,2.0,02-2007
18.036289,-66.911003,2.0,02-2007
18.175024,-66.42247,2.0,02-2007
18.405439,-65.8675,1.0,02-2007
17.989458,-66.518951,1.0,02-2007
17.98592,-66.415642,1.0,02-2007
18.365988,-67.16935,1.0,02-2007
18.054182,-66.965096,1.0,02-2007
18.049324,-66.866508,1.0,02-2007
18.036289,-66.911003,1.0,02-2007
18.061184,-66.895203,1.0,02-2007
18.000149,-66.100899,1.0,02-2007
18.102509,-67.003189,1.0,02-2007
18.219831,-66.592567,1.0,02-2007
18.102779,-66.698624,1.0,02-2007
17.969784,-66.910782,0.5,02-2007
18.471178,-67.157776,0.5,02-2007
18.013334,-66.416862,0.5,02-2007
18.360687,-66.256416,0.5,02-2007
18.049324,-66.866508,0.5,02-2007
18.055195,-66.571777,0.5,02-2007
18.213245,-65.968071,0.5,02-2007
18.351723,-66.963295,0.5,02-2007
18.302698,-66.972816,0.25,02-2007
18.036682,-66.254295,100.0,02-2007
17.99262,-66.930443,40.0,02-2007
17.992016,-66.847763,20.0,02-2007
18.061888,-66.598701,20.0,02-2007
18.292858,-66.680679,20.0,02-2007
18.024462,-66.8666,15.0,02-2007
18.370405,-67.101395,15.0,02-2007
18.010281,-66.499519,10.0,02-2007
17.970539,-66.246414,10.0,02-2007
18.024462,-66.8666,10.0,02-2007
18.061184,-66.895203,10.0,02-2007
18.092176,-66.729424,10.0,02-2007
18.036289,-66.911003,6.0,02-2007
17.958364,-66.172852,5.0,02-2007
17.970539,-66.246414,5.0,02-2007
18.000149,-66.100899,5.0,02-2007
18.037039,-66.554596,4.0,02-2007
18.054182,-66.965096,4.0,02-2007
18.483555,-66.847595,2.0,02-2007
18.00882,-66.73941,2.0,02-2007
18.032873,-66.832199,2.0,02-2007
18.049324,-66.866508,2.0,02-2007
17.969381,-66.883492,2.0,02-2007
18.098534,-66.514458,2.0,02-2007
18.100084,-66.449547,2.0,02-2007
18.250294,-66.963638,2.0,02-2007
18.100979,-66.405479,2.0,02-2007
18.092176,-66.729424,2.0,02-2007
